0.000000000000000000e+00,2.234611941414239508e-02
0.000000000000000000e+00,2.134561263429825967e-02
0.000000000000000000e+00,1.962286153613105114e-02
0.000000000000000000e+00,5.141677600218963473e-02
0.000000000000000000e+00,5.297674884258175843e-02
0.000000000000000000e+00,7.037383068210853465e-02
0.000000000000000000e+00,7.669801960177191624e-02
0.000000000000000000e+00,9.531320398964637786e-02
0.000000000000000000e+00,1.768536025336803208e-01
0.000000000000000000e+00,1.576885182603810776e-01
0.000000000000000000e+00,1.151776953420359378e-01
0.000000000000000000e+00,1.947424459527469509e-01
0.000000000000000000e+00,1.392101148120048759e-01
0.000000000000000000e+00,1.380732920074353443e-01
0.000000000000000000e+00,9.791516984077640318e-02
0.000000000000000000e+00,1.084019620785922899e-01
0.000000000000000000e+00,1.205843405981289890e-01
0.000000000000000000e+00,6.331945029974569983e-02
0.000000000000000000e+00,7.192354326479954985e-02
0.000000000000000000e+00,6.120430623862276043e-02
