6.262464000000000919e-02,1.489741294276157070e-02
8.244912693333329712e-02,1.351888800172223494e-02
6.607872064499872855e-02,1.183601172020600292e-02
1.461632446648300776e-01,2.960359830429105943e-02
1.168397571602603907e-01,2.917560081185664733e-02
1.256616933333333519e-01,3.714174397111278531e-02
1.890436640995555584e-01,3.886032993156439408e-02
1.875866697172913211e-01,4.643463784110990478e-02
2.907274109678401608e-01,8.296835674419579532e-02
3.179881515646260093e-01,7.133528207017281186e-02
3.283684921971198878e-01,5.030749911491211313e-02
2.402889020049382429e-01,8.222458829116005563e-02
2.218391104821366422e-01,5.688155228877613684e-02
1.943436229861111031e-01,5.465401141960996023e-02
1.761438022079380161e-01,3.758360054494456343e-02
1.465085619992310684e-01,4.038504469594607349e-02
1.450339192743764216e-01,4.364004707360857882e-02
1.120081286145404448e-01,2.227906584620676506e-02
8.819451797743689536e-02,2.462247427083229939e-02
8.775999999999999079e-02,2.040143541287423729e-02
