2.298130666666666627e-02,6.073011509951221562e-03
3.750627866666666338e-02,4.282417069345596274e-03
6.600090920634922587e-02,1.922718114626642202e-02
6.546971636363636826e-02,8.510189041991380460e-03
1.031378597101449274e-01,1.051571573070338508e-02
1.525779377777777834e-01,1.315582346264833336e-02
2.864337450666666895e-01,4.219812988858339525e-02
3.832919887179487262e+01,5.510020433933869866e-01
3.441253201086419011e+01,3.389545294613134363e-01
2.275818371428571751e+01,2.236178451936783884e-01
2.401438034390804432e+01,8.124873003996958554e-01
1.847457173688888687e+01,4.319031522638009934e-01
1.657252337290322686e+01,3.260902010713388477e-01
1.319409449083333463e+01,6.507136175774276277e-01
1.020447202020202049e+01,2.224221075881049337e-01
7.519331975686275094e+00,2.843738684220268875e-01
6.347226871619048083e+00,3.273257191545398959e-01
5.392051251111110055e+00,1.145627955022145983e-01
4.245560461981981781e+00,2.966973144376129357e-01
3.421737386666666936e+00,1.171023166688018730e-01
