2.466513999999999953e+02,0.000000000000000000e+00
2.453463999999999885e+02,0.000000000000000000e+00
2.436069999999999993e+02,0.000000000000000000e+00
2.415459999999999923e+02,0.000000000000000000e+00
2.386910000000000025e+02,0.000000000000000000e+00
2.348924000000000092e+02,0.000000000000000000e+00
2.300412000000000035e+02,0.000000000000000000e+00
2.221887999999999863e+02,0.000000000000000000e+00
2.097418000000000120e+02,0.000000000000000000e+00
1.942599999999999909e+02,0.000000000000000000e+00
9.655859999999999843e+01,0.000000000000000000e+00
3.515079999999999671e+01,0.000000000000000000e+00
1.215200000000000058e+00,0.000000000000000000e+00
4.676000000000000156e-01,0.000000000000000000e+00
2.416799999999999837e+00,0.000000000000000000e+00
-5.979999999999999899e-02,0.000000000000000000e+00
-1.534000000000000030e+00,0.000000000000000000e+00
-1.085199999999999942e+00,0.000000000000000000e+00
8.129999999999999449e-01,0.000000000000000000e+00
6.163999999999999480e-01,0.000000000000000000e+00
