8.168615182222221938e-02,9.711479488036481780e+04
8.172774047288888788e-02,1.011450202869889181e+05
1.022419722835978678e-01,1.169642656510864472e+05
1.111895826982552682e-01,1.254480560869689944e+05
1.323918457077084554e-01,1.407268586619216658e+05
1.536919791098765586e-01,1.532420116019299312e+05
1.773951485257955762e-01,1.663954813265262346e+05
2.554787018266930776e-01,1.977592842066075245e+05
3.122490056476756037e-01,2.155043662266926840e+05
3.863594743002269349e-01,2.312039265163747186e+05
3.242677370165675810e-01,2.057691506873826438e+05
2.659911276436544014e-01,1.800947793349615531e+05
2.107937732684010135e-01,1.544125790111318929e+05
1.784745972159722249e-01,1.391375390191365732e+05
1.679791121552494659e-01,1.313062488611987210e+05
1.530387283900038475e-01,1.224850648922923137e+05
1.292824348072925400e-01,1.103221575392267550e+05
1.110006317893004191e-01,1.008948292427208216e+05
1.118184243585423343e-01,9.990825152393174358e+04
9.743178240000001378e-02,9.222411500444174453e+04
